job_id,role,link,company,company_rating,reviews,exp_req,salary,locations,job_posted,domains
150523500036,Tech Lead,https://www.naukri.com/job-listings-tech-lead-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-5-years-150523500036,Essenware Private Limted,NA,NA,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['technical', 'networking', 'agile', 'technical analysis', 'technical leadership', 'Technical Lead']"
150523500035,Sr. Software Engineer,https://www.naukri.com/job-listings-sr-software-engineer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-150523500035,Essenware Private Limted,NA,NA,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['software engineering', 'software', 'end', 'front', 'sr', 'front end', 'backend', 'microservices']"
150523500034,Sr. Software Engineer,https://www.naukri.com/job-listings-sr-software-engineer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-150523500034,Essenware Private Limted,NA,NA,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['dynamics', 'sr', 'ms dynamics crm', 'crm', 'software engineering', 'microsoft', 'microsoft dynamics', 'dynamic']"
150523500033,Sr. Software Engineer,https://www.naukri.com/job-listings-sr-software-engineer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-150523500033,Essenware Private Limted,NA,NA,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['software', 'scrum', 'plsql', 'oracle', 'software engineering', 'informatica', 'sr']"
150523500031,Sr. Software Engineer,https://www.naukri.com/job-listings-sr-software-engineer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-150523500031,Essenware Private Limted,NA,NA,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['software engineering', 'data', 'software', 'hadoop', 'big data', 'scala', 'sr', 'spark']"
150523500030,Sr. Software Engineer,https://www.naukri.com/job-listings-sr-software-engineer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-150523500030,Essenware Private Limted,NA,NA,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['automation', 'software engineering', 'software', 'software testing', 'sr', 'automation testing', 'selenium']"
150523500029,Tech Lead,https://www.naukri.com/job-listings-tech-lead-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-5-years-150523500029,Essenware Private Limted,NA,NA,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['technical', 'technical leadership', 'technical analysis', 'software', 'informatica', 'presentation', 'process', 'coding']"
150523500028,Full Stack Java Developer,https://www.naukri.com/job-listings-full-stack-java-developer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-5-years-150523500028,Essenware Private Limted,NA,NA,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['development', 'coding', 'spreadsheets', 'word processing', 'process', 'word', 'full stack', 'java']"
150523500027,Sr. Software Engineer,https://www.naukri.com/job-listings-sr-software-engineer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-150523500027,Essenware Private Limted,NA,NA,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['software', 'plsql', 'software engineering', 'sql queries', 'query', 'sr', 'sql']"
150523500026,Sr. Software Engineer,https://www.naukri.com/job-listings-sr-software-engineer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-150523500026,Essenware Private Limted,NA,NA,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['word processing', 'microsoft', 'software engineering', 'word', 'software', 'ms sharepoint', 'dbms', '.net']"
150523500025,Sr. Software Engineer,https://www.naukri.com/job-listings-sr-software-engineer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-150523500025,Essenware Private Limted,NA,NA,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['design', 'video', 'social media', 'software', 'presentation', 'process', 'sr', 'coding']"
150523500018,Software Engineer,https://www.naukri.com/job-listings-software-engineer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-1-to-3-years-150523500018,Essenware Private Limted,NA,NA,1-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['presentation', 'process', 'coding', 'video', 'word processing', 'software engineering', 'software', 'media']"
150523500016,Tech Lead,https://www.naukri.com/job-listings-tech-lead-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-5-years-150523500016,Essenware Private Limted,NA,NA,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['software', 'presentation', 'process', 'spreadsheets', 'dbms', 'social media', 'coding', 'word']"
150523500014,Team Lead,https://www.naukri.com/job-listings-team-lead-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-5-years-150523500014,Essenware Private Limted,NA,NA,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['problem solving', 'creativity', 'detailing', 'team leading', 'interpersonal skills', 'interpersonal', 'adaptability', 'writing']"
150523500012,Sr. Software Engineer,https://www.naukri.com/job-listings-sr-software-engineer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-150523500012,Essenware Private Limted,NA,NA,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['coding', 'spreadsheets', 'word processing', 'process', 'media', 'design', 'sr', 'word']"
150523500010,Sr. Software Engineer,https://www.naukri.com/job-listings-sr-software-engineer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-150523500010,Essenware Private Limted,NA,NA,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['software', 'software design and development', 'itsm', 'agile', 'software engineering', 'software development', 'design development', 'c++']"
150523500009,Test Lead,https://www.naukri.com/job-listings-test-lead-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-6-years-150523500009,Essenware Private Limted,NA,NA,4-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['problem solving', 'creativity', 'detailing', 'interpersonal skills', 'software testing', 'interpersonal', 'leadership', 'writing']"
150523500005,Sr. Software Engineer,https://www.naukri.com/job-listings-sr-software-engineer-essenware-private-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-150523500005,Essenware Private Limted,NA,NA,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",NA,"['design', 'autosar', 'project management', 'video', 'c++', 'software', 'media', 'dbms']"
150523007106,Azure Data Engineer,https://www.naukri.com/job-listings-azure-data-engineer-cognizant-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-6-to-9-years-150523007106,Cognizant,3.9,33098 Reviews,6-9 Yrs,Not disclosed,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",NA,"['Azure', 'spark', 'data bricks', 'factory', 'oracle adf', 'azure databricks', 'bricks', 'adb']"
150523005091,Java Developer,https://www.naukri.com/job-listings-java-developer-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-7-years-150523005091,Tata Consultancy Services (TCS),3.9,56210 Reviews,3-7 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",NA,"['spring boot', 'java', 'aws', 'spring', 'boot', 'java development', 'development', 'j2ee']"
150523003995,Java Developer,https://www.naukri.com/job-listings-java-developer-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-150523003995,Tata Consultancy Services (TCS),3.9,56210 Reviews,3-8 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",NA,"['spring boot', 'java', 'aws', 'web technologies', 'development', 'hibernate', 'j2ee', 'web services']"
150523002131,Mainframe Developer,https://www.naukri.com/job-listings-mainframe-developer-tata-consultancy-services-tcs-kochi-cochin-kolkata-indore-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-6-years-150523002131,Tata Consultancy Services (TCS),3.9,56210 Reviews,2-6 Yrs,Not disclosed,"Kochi/Cochin, Kolkata, Indore, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",NA,"['Mainframes', 'cobol', 'jcl', 'mainframe production support', 'cics', 'development']"
150523001320,Tcs Hiring For Dotnet Developer.,https://www.naukri.com/job-listings-tcs-hiring-for-dotnet-developer-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-6-years-150523001320,Tata Consultancy Services (TCS),3.9,56210 Reviews,2-6 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",NA,"['ASP.Net', 'asp.net mvc', 'hiring', '.net', 'tcae', 'ajax', 'mvc', 'ado.net']"
150523000807,Tcs Is Hiring For SQL DBA,https://www.naukri.com/job-listings-tcs-is-hiring-for-sql-dba-tata-consultancy-services-tcs-kochi-cochin-kolkata-indore-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-6-years-150523000807,Tata Consultancy Services (TCS),3.9,56210 Reviews,2-6 Yrs,3-8 Lacs PA,"Kochi/Cochin, Kolkata, Indore, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",NA,"['SQL DBA', 'sql database', 'hiring', 'database administration', 'tcae', 'dbms', 'sql']"
150523000760,Tcs hiring For Plsql Developer For PAN India Location,https://www.naukri.com/job-listings-tcs-hiring-for-plsql-developer-for-pan-india-location-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-6-years-150523000760,Tata Consultancy Services (TCS),3.9,56210 Reviews,2-6 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",NA,"['plsql', 'development', 'hiring', 'sql', 'pan', 'tcae']"
260423006342,Cognizant Hiring SPE-Medical Scribe/ Transcription / Summarization,https://www.naukri.com/job-listings-cognizant-hiring-spe-medical-scribe-transcription-summarization-cognizant-kochi-cochin-noida-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-coimbatore-bangalore-bengaluru-mumbai-all-areas-1-to-3-years-260423006342,Cognizant,3.9,33098 Reviews,1-3 Yrs,Not disclosed,"Kochi/Cochin, Noida, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Coimbatore, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['transcription', 'medical scribe', 'EMT', 'Summarization', 'virtual scribe', 'scribe', 'medical', 'hiring']"
160523007598,Oracle Database Administrator,https://www.naukri.com/job-listings-oracle-database-administrator-oracle-noida-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-160523007598,Oracle,3.9,3421 Reviews,5-10 Yrs,Not disclosed,"Hybrid - Noida, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['Exadata', 'Oracle DBA', 'Golden Gate', 'oracle database', 'database design', 'rac', 'database administration', 'administration']"
150523006341,Tableau Administrator_5 To 8 Years_Mumbai/Pune/Bangalore/Chennai/Hyd,https://www.naukri.com/job-listings-tableau-administrator-5-to-8-years-mumbai-pune-bangalore-chennai-hyd-citiustech-healthcare-technology-pvt-ltd-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-8-years-150523006341,Citiustech,3.9,907 Reviews,5-8 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['tableau', 'application support', 'administration', 'server', 'server administration', 'tableau administration', 'application', 'serv']"
150523005156,Oracle Database Administrator Consultant,https://www.naukri.com/job-listings-oracle-database-administrator-consultant-tata-consultancy-services-tcs-kolkata-hyderabad-secunderabad-pune-bangalore-bengaluru-mumbai-all-areas-india-2-to-6-years-150523005156,Tata Consultancy Services (TCS),3.9,56210 Reviews,2-6 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Mumbai (All Areas), India",NA,"['Oracle DBA', 'oracle', 'oracle database', 'database administration', 'administration', 'consulting', 'dbms']"
120523501600,SEO Executive,https://www.naukri.com/job-listings-seo-executive-mind-you-infotech-private-limited-mumbai-hyderabad-secunderabad-pune-lucknow-chennai-bangalore-bengaluru-0-to-2-years-120523501600,Mind You Infotech,4.5,4 Reviews,0-2 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Lucknow, Chennai, Bangalore/Bengaluru",NA,"['seo', 'SEO Executive']"
030123907650,Hexaware is looking For Guidewire Developers,https://www.naukri.com/job-listings-hexaware-is-looking-for-guidewire-developers-hexaware-technologies-noida-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-mumbai-all-areas-3-to-8-years-030123907650,Hexaware Technologies,3.7,3561 Reviews,3-8 Yrs,Not disclosed,"Noida, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['Guidewire Developer', 'guidewire development', 'guidewire', 'development']"
160523006911,Power Apps Developer,https://www.naukri.com/job-listings-power-apps-developer-cognizant-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-mumbai-all-areas-3-to-8-years-160523006911,Cognizant,3.9,33098 Reviews,3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['canvas', 'model driven', 'drives', 'power apps development', 'power platform', 'sharepoint', 'application', 'powerapps']"
160523004082,Azure AD Consultant,https://www.naukri.com/job-listings-azure-ad-consultant-capgemini-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-mumbai-all-areas-4-to-6-years-160523004082,Capgemini,3.9,22922 Reviews,4-6 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['Azure Active Directory', 'azure ad connect', 'directory', 'ad serving', 'advertising', 'microsoft azure', 'active directory', 'consulting']"
150523000990,Sap Fico Consultant,https://www.naukri.com/job-listings-sap-fico-consultant-tata-consultancy-services-tcs-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-mumbai-all-areas-2-to-6-years-150523000990,Tata Consultancy Services (TCS),3.9,56210 Reviews,2-6 Yrs,2-7 Lacs PA,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['SAP FICO', 'fico', 'sap', 'consulting']"
110423904490,SAP BTP Professional,https://www.naukri.com/job-listings-sap-btp-professional-capgemini-mumbai-hyderabad-secunderabad-pune-bangalore-bengaluru-7-to-10-years-110423904490,Capgemini,3.9,22922 Reviews,7-10 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",NA,"['SAP BTP', 'sap abap', 'application', 'sap', 'odata', 'abap', 'rest', 'development']"
100523010089,Cognizant Hiring - Medical Scribe/ Transcription / Summarization,https://www.naukri.com/job-listings-cognizant-hiring-medical-scribe-transcription-summarization-cognizant-mumbai-hyderabad-secunderabad-mysore-mysuru-pune-chennai-coimbatore-bangalore-bengaluru-0-to-2-years-100523010089,Cognizant,3.9,33098 Reviews,0-2 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Mysore/Mysuru, Pune, Chennai, Coimbatore, Bangalore/Bengaluru",NA,"['summarizing', 'medical transcription', 'transcription', 'hiring', 'medical', 'scribe', 'medical scribe']"
100523006240,Cognizant Hiring - Medical Scribe - Pan India,https://www.naukri.com/job-listings-cognizant-hiring-medical-scribe-pan-india-cognizant-mumbai-hyderabad-secunderabad-mysore-mysuru-pune-gurgaon-gurugram-chennai-coimbatore-bangalore-bengaluru-0-to-2-years-100523006240,Cognizant,3.9,33098 Reviews,0-2 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Mysore/Mysuru, Pune, Gurgaon/Gurugram, Chennai, Coimbatore, Bangalore/Bengaluru",NA,"['medical scribe', 'medical transcription', 'hiring', 'pan', 'medical', 'transcription', 'scribe']"
180423004914,Hiring Dynamics AX/D365 F&O Consultant For Hexaware Technologies,https://www.naukri.com/job-listings-hiring-dynamics-ax-d365-f-o-consultant-for-hexaware-technologies-hexaware-technologies-noida-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-180423004914,Hexaware Technologies,3.7,3561 Reviews,5-10 Yrs,Not disclosed,"Hybrid - Noida, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['Microsoft Dynamics', 'finance function', 'dynamics', 'microsoft', 'functional', 'f#', 'finance', 'hiring']"
160523908072,CN - Tech Strategy & Advisory - IT Strategy - Consultant,https://www.naukri.com/job-listings-cn-tech-strategy-advisory-it-strategy-consultant-accenture-solutions-pvt-ltd-mumbai-pune-gurgaon-gurugram-bangalore-bengaluru-6-to-9-years-160523908072,Accenture,4.1,36082 Reviews,6-9 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",NA,"['Enterprise architecture', 'Agile', 'Budgeting', 'Business intelligence', 'Forecasting', 'it strategy', 'technical analysis', 'enterprise']"
160523908050,CN - Tech Strategy & Advisory - Cloud Architecture - Senior Manager,https://www.naukri.com/job-listings-cn-tech-strategy-advisory-cloud-architecture-senior-manager-accenture-solutions-pvt-ltd-mumbai-pune-gurgaon-gurugram-bangalore-bengaluru-14-to-20-years-160523908050,Accenture,4.1,36082 Reviews,14-20 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",NA,"['enterprise business', 'Agile', 'Business intelligence', 'Business solutions', 'Team building', 'technology', 'cloud consulting', 'strategy consulting']"
160523904422,CN - Tech Strategy & Advisory - SAP Platform - Manager,https://www.naukri.com/job-listings-cn-tech-strategy-advisory-sap-platform-manager-accenture-solutions-pvt-ltd-mumbai-pune-gurgaon-gurugram-bangalore-bengaluru-10-to-15-years-160523904422,Accenture,4.1,36082 Reviews,10-15 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",NA,"['SAP S/4 HANA', 'Agile', 'cloud', 'cn', 'sap platform', 'process', 'cloud migration', 'advisory']"
160523904405,CN - Tech Strategy & Advisory - Cyber Security - Senior Manager,https://www.naukri.com/job-listings-cn-tech-strategy-advisory-cyber-security-senior-manager-accenture-solutions-pvt-ltd-mumbai-pune-gurgaon-gurugram-bangalore-bengaluru-14-to-20-years-160523904405,Accenture,4.1,36082 Reviews,14-20 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",NA,"['Cloud Security', 'Cyber Security', 'data security', 'Agile', 'data', 'identity access management', 'access', 'cyber']"
100523008937,Aws Engineer/ Developer/ Lead,https://www.naukri.com/job-listings-aws-engineer-developer-lead-hexaware-technologies-noida-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-10-years-100523008937,Hexaware Technologies,3.7,3561 Reviews,5-10 Yrs,25-27.5 Lacs PA,"Hybrid - Noida, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['python', 'Lamda', 'AWS', 'Redshift', 'SQL', 'development', 'leadership', 's']"
270423005862,Hexaware is looking For Technical Architect,https://www.naukri.com/job-listings-hexaware-is-looking-for-technical-architect-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-9-to-14-years-270423005862,Hexaware Technologies,3.7,3561 Reviews,9-14 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['Python.', 'Databricks with Pyspark', 'Azure ADF', 'technical', 'azure active directory', 'data', 'azure data lake', 'microsoft azure']"
210323003864,Python developer Lead working on AWS cloud,https://www.naukri.com/job-listings-python-developer-lead-working-on-aws-cloud-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-8-to-12-years-210323003864,Hexaware Technologies,3.7,3561 Reviews,8-12 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['Airflow', 'Aws Cloud', 'Python Development', 'development', 'cloud', 'aws', 'python']"
180423010688,Sr. SAP SD Consultant ( 4- 10 Years ),https://www.naukri.com/job-listings-sr-sap-sd-consultant-4-10-years-allegis-group-bhubaneswar-pune-ahmedabad-bangalore-bengaluru-mumbai-all-areas-4-to-9-years-180423010688,Allegis Group,NA,NA,4-9 Yrs,Not disclosed,"Bhubaneswar, Pune, Ahmedabad, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['SD', 'sales and distribution', 'sap presales', 'sap sd', 'sd module', 'sr', 'sap', 'consulting']"
160523007713,Technical Lead - Azure Devops - 7 To 9 Years - Pan India,https://www.naukri.com/job-listings-technical-lead-azure-devops-7-to-9-years-pan-india-citiustech-pune-bangalore-bengaluru-mumbai-all-areas-7-to-9-years-160523007713,Citiustech,3.9,907 Reviews,7-9 Yrs,7.5-17.5 Lacs PA,"Hybrid - Pune, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['Azure Devops', 'Kubernetes', 'scripting', 'microsoft azure', 'pan', 'devops', 'technical leadership', 'technical']"
160523007659,Investment Consultant,https://www.naukri.com/job-listings-investment-consultant-iifl-securities-pune-ahmedabad-bangalore-bengaluru-mumbai-all-areas-1-to-6-years-160523007659,IIFL Finance,3.9,4004 Reviews,1-6 Yrs,10-20 Lacs PA,"Pune, Ahmedabad, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['Wealth Management', 'Investment counsellor', 'portfolio management', 'equity research', 'research', 'capital market', 'investment products', 'investment strategies']"
160523007567,Technical Lead - Azure Cloud- 5 To 7 Years - Pan India,https://www.naukri.com/job-listings-technical-lead-azure-cloud-5-to-7-years-pan-india-citiustech-pune-bangalore-bengaluru-mumbai-all-areas-5-to-7-years-160523007567,Citiustech,3.9,907 Reviews,5-7 Yrs,7.5-17.5 Lacs PA,"Hybrid - Pune, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['Azure Data Factory', 'Azure Databricks', 'factory', 'technical', 'data', 'microsoft azure', 'azure cloud', 'technical leadership']"
160523005391,C# Automation,https://www.naukri.com/job-listings-c-automation-hexaware-technologies-pune-chennai-bangalore-bengaluru-mumbai-all-areas-3-to-6-years-160523005391,Hexaware Technologies,3.7,3561 Reviews,3-6 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",NA,"['software testing', 'c#', 'automation', 'automation testing']"
